"ba_beer_id","year","review_count","ba_beer_name"
44085,2013,3,"DogZilla Black IPA"
44085,2015,1,"DogZilla Black IPA"
97036,2013,4,"Dogpatch Sour"
97036,2014,8,"Dogpatch Sour"
97036,2015,2,"Dogpatch Sour"
35329,2007,2,"Doppelbock Dunkel"
35329,2008,2,"Doppelbock Dunkel"
35329,2010,3,"Doppelbock Dunkel"
35329,2013,3,"Doppelbock Dunkel"
35329,2015,2,"Doppelbock Dunkel"
69522,2011,7,"Double Citra"
69522,2013,1,"Double Citra"
69522,2014,6,"Double Citra"
69522,2015,1,"Double Citra"
69522,2016,2,"Double Citra"
69522,2017,1,"Double Citra"
67760,2011,5,"Double Galaxy"
67760,2012,1,"Double Galaxy"
67760,2013,2,"Double Galaxy"
67760,2014,3,"Double Galaxy"
67760,2016,2,"Double Galaxy"
9966,2005,2,"Double Ice Bock"
9966,2006,2,"Double Ice Bock"
9966,2008,1,"Double Ice Bock"
9966,2011,1,"Double Ice Bock"
9966,2012,1,"Double Ice Bock"
64545,2011,3,"Double Sunshine IPA"
64545,2012,8,"Double Sunshine IPA"
64545,2013,5,"Double Sunshine IPA"
64545,2014,5,"Double Sunshine IPA"
50184,2009,4,"Double Wit"
50184,2010,1,"Double Wit"
50184,2017,1,"Double Wit"
63455,2010,1,"Doubly Down 'N Even Dirtier"
63455,2011,4,"Doubly Down 'N Even Dirtier"
63455,2012,2,"Doubly Down 'N Even Dirtier"
63455,2013,1,"Doubly Down 'N Even Dirtier"
63455,2014,2,"Doubly Down 'N Even Dirtier"
63455,2015,1,"Doubly Down 'N Even Dirtier"
21459,2010,1,"Drie Fonteinen Druiven Gueuze (Malvasia Rosso)"
21459,2011,4,"Drie Fonteinen Druiven Gueuze (Malvasia Rosso)"
21459,2012,3,"Drie Fonteinen Druiven Gueuze (Malvasia Rosso)"
21459,2013,4,"Drie Fonteinen Druiven Gueuze (Malvasia Rosso)"
92640,2013,10,"Drie Fonteinen Intense Red Oude Kriek"
92640,2014,3,"Drie Fonteinen Intense Red Oude Kriek"
92640,2015,2,"Drie Fonteinen Intense Red Oude Kriek"
92640,2016,1,"Drie Fonteinen Intense Red Oude Kriek"
8983,2006,1,"Drie Fonteinen Millennium Geuze"
8983,2007,1,"Drie Fonteinen Millennium Geuze"
8983,2008,1,"Drie Fonteinen Millennium Geuze"
8983,2010,3,"Drie Fonteinen Millennium Geuze"
8983,2011,3,"Drie Fonteinen Millennium Geuze"
8983,2012,3,"Drie Fonteinen Millennium Geuze"
8983,2014,1,"Drie Fonteinen Millennium Geuze"
81125,2012,4,"Drie Fonteinen Oude Geuze - Armand & Tommy"
81125,2013,2,"Drie Fonteinen Oude Geuze - Armand & Tommy"
81125,2014,3,"Drie Fonteinen Oude Geuze - Armand & Tommy"
81125,2016,1,"Drie Fonteinen Oude Geuze - Armand & Tommy"
81125,2017,1,"Drie Fonteinen Oude Geuze - Armand & Tommy"
56046,2010,1,"Drie Fonteinen Oude Geuze 1998 (50th Anniversary)"
56046,2011,3,"Drie Fonteinen Oude Geuze 1998 (50th Anniversary)"
56046,2012,3,"Drie Fonteinen Oude Geuze 1998 (50th Anniversary)"
56046,2013,3,"Drie Fonteinen Oude Geuze 1998 (50th Anniversary)"
56046,2015,1,"Drie Fonteinen Oude Geuze 1998 (50th Anniversary)"
61616,2010,2,"Drie Fonteinen Straffe Winter"
61616,2011,5,"Drie Fonteinen Straffe Winter"
61616,2012,2,"Drie Fonteinen Straffe Winter"
61616,2014,1,"Drie Fonteinen Straffe Winter"
188570,2015,1,"Drie Fonteinen Zenne Y Frontera"
188570,2016,4,"Drie Fonteinen Zenne Y Frontera"
1894,2002,1,"Druid Fluid"
1894,2004,3,"Druid Fluid"
1894,2006,3,"Druid Fluid"
1894,2007,1,"Druid Fluid"
1894,2008,1,"Druid Fluid"
1894,2016,1,"Druid Fluid"
118952,2014,3,"Dual Artisanship"
118952,2015,1,"Dual Artisanship"
118952,2016,1,"Dual Artisanship"
67046,2011,4,"Dubhe Imperial Black IPA"
67046,2012,8,"Dubhe Imperial Black IPA"
67046,2013,3,"Dubhe Imperial Black IPA"
67046,2014,6,"Dubhe Imperial Black IPA"
67046,2015,2,"Dubhe Imperial Black IPA"
67046,2016,1,"Dubhe Imperial Black IPA"
72361,2012,1,"Duchessa"
72361,2013,1,"Duchessa"
72361,2014,3,"Duchessa"
72361,2016,2,"Duchessa"
19976,2006,1,"Duck-Rabbit Amber Ale"
19976,2007,5,"Duck-Rabbit Amber Ale"
19976,2009,1,"Duck-Rabbit Amber Ale"
19976,2010,3,"Duck-Rabbit Amber Ale"
19976,2011,2,"Duck-Rabbit Amber Ale"
19976,2013,1,"Duck-Rabbit Amber Ale"
20206,2005,1,"Duck-Rabbit Brown Ale"
20206,2006,1,"Duck-Rabbit Brown Ale"
20206,2007,4,"Duck-Rabbit Brown Ale"
20206,2008,2,"Duck-Rabbit Brown Ale"
20206,2009,1,"Duck-Rabbit Brown Ale"
20206,2010,3,"Duck-Rabbit Brown Ale"
20206,2011,2,"Duck-Rabbit Brown Ale"
20206,2012,1,"Duck-Rabbit Brown Ale"
20206,2015,1,"Duck-Rabbit Brown Ale"
19736,2005,1,"Duck-Rabbit Porter"
19736,2006,1,"Duck-Rabbit Porter"
19736,2007,2,"Duck-Rabbit Porter"
19736,2008,4,"Duck-Rabbit Porter"
19736,2009,3,"Duck-Rabbit Porter"
19736,2010,4,"Duck-Rabbit Porter"
19736,2011,1,"Duck-Rabbit Porter"
19736,2012,1,"Duck-Rabbit Porter"
19736,2016,1,"Duck-Rabbit Porter"
51498,2010,5,"Duck-Rabbit Schwarzbier"
51498,2011,4,"Duck-Rabbit Schwarzbier"
51498,2015,1,"Duck-Rabbit Schwarzbier"
30521,2006,2,"Duck-Rabbit Wee Heavy Scotch Style Ale"
30521,2007,4,"Duck-Rabbit Wee Heavy Scotch Style Ale"
30521,2008,6,"Duck-Rabbit Wee Heavy Scotch Style Ale"
30521,2009,3,"Duck-Rabbit Wee Heavy Scotch Style Ale"
30521,2010,2,"Duck-Rabbit Wee Heavy Scotch Style Ale"
30521,2011,2,"Duck-Rabbit Wee Heavy Scotch Style Ale"
30521,2014,1,"Duck-Rabbit Wee Heavy Scotch Style Ale"
30521,2016,1,"Duck-Rabbit Wee Heavy Scotch Style Ale"
66500,2011,2,"Dulcis Succubus"
66500,2012,1,"Dulcis Succubus"
66500,2013,2,"Dulcis Succubus"
66500,2015,1,"Dulcis Succubus"
9641,2004,1,"Déesse Nocturne"
9641,2007,1,"Déesse Nocturne"
9641,2010,1,"Déesse Nocturne"
9641,2013,1,"Déesse Nocturne"
9641,2015,1,"Déesse Nocturne"
50882,2009,1,"EOS Hefeweizen"
50882,2011,1,"EOS Hefeweizen"
50882,2014,1,"EOS Hefeweizen"
50882,2016,1,"EOS Hefeweizen"
50882,2017,1,"EOS Hefeweizen"
13765,2004,1,"ESB Special Ale"
13765,2005,1,"ESB Special Ale"
13765,2007,2,"ESB Special Ale"
13765,2009,1,"ESB Special Ale"
13765,2010,4,"ESB Special Ale"
13765,2013,1,"ESB Special Ale"
5539,2006,1,"East Coast Lager"
5539,2007,1,"East Coast Lager"
5539,2009,1,"East Coast Lager"
5539,2011,1,"East Coast Lager"
5539,2015,1,"East Coast Lager"
57886,2010,1,"Edward"
57886,2011,10,"Edward"
57886,2012,2,"Edward"
57886,2013,5,"Edward"
57886,2014,7,"Edward"
57886,2015,2,"Edward"
57886,2016,2,"Edward"
1506,2003,3,"Efes Pilsener"
1506,2004,1,"Efes Pilsener"
1506,2006,1,"Efes Pilsener"
1506,2007,1,"Efes Pilsener"
1506,2008,1,"Efes Pilsener"
1506,2009,2,"Efes Pilsener"
1506,2010,2,"Efes Pilsener"
1506,2011,1,"Efes Pilsener"
1506,2012,4,"Efes Pilsener"
1506,2013,3,"Efes Pilsener"
1506,2014,3,"Efes Pilsener"
1506,2015,3,"Efes Pilsener"
1506,2016,3,"Efes Pilsener"
1506,2017,2,"Efes Pilsener"
1737,2002,1,"El Toro IPA"
1737,2003,2,"El Toro IPA"
1737,2006,1,"El Toro IPA"
1737,2007,1,"El Toro IPA"
1737,2009,1,"El Toro IPA"
66245,2012,1,"Elevated IPA"
66245,2013,2,"Elevated IPA"
66245,2014,7,"Elevated IPA"
66245,2016,1,"Elevated IPA"
31399,2006,5,"Eleven"
31399,2007,2,"Eleven"
31399,2008,1,"Eleven"
31399,2009,2,"Eleven"
50699,2010,5,"Embrasse"
50699,2013,1,"Embrasse"
50699,2014,1,"Embrasse"
50699,2015,1,"Embrasse"
16676,2004,1,"Enghien Noël Triple Blonde"
16676,2010,1,"Enghien Noël Triple Blonde"
16676,2011,1,"Enghien Noël Triple Blonde"
16676,2012,1,"Enghien Noël Triple Blonde"
16676,2015,1,"Enghien Noël Triple Blonde"
3653,2002,1,"Erdinger Weissbier Kristallklar"
3653,2003,1,"Erdinger Weissbier Kristallklar"
3653,2005,1,"Erdinger Weissbier Kristallklar"
3653,2007,2,"Erdinger Weissbier Kristallklar"
3653,2008,2,"Erdinger Weissbier Kristallklar"
3653,2009,2,"Erdinger Weissbier Kristallklar"
3653,2013,2,"Erdinger Weissbier Kristallklar"
2646,2002,1,"Erdinger Weissbier Pikantus"
2646,2003,2,"Erdinger Weissbier Pikantus"
2646,2004,1,"Erdinger Weissbier Pikantus"
2646,2005,3,"Erdinger Weissbier Pikantus"
2646,2006,2,"Erdinger Weissbier Pikantus"
2646,2007,2,"Erdinger Weissbier Pikantus"
2646,2008,1,"Erdinger Weissbier Pikantus"
2646,2009,2,"Erdinger Weissbier Pikantus"
2646,2011,2,"Erdinger Weissbier Pikantus"
2646,2012,2,"Erdinger Weissbier Pikantus"
2646,2013,2,"Erdinger Weissbier Pikantus"
2646,2014,2,"Erdinger Weissbier Pikantus"
2646,2015,1,"Erdinger Weissbier Pikantus"
2646,2016,1,"Erdinger Weissbier Pikantus"
5481,2002,1,"Estrella Galicia"
5481,2007,1,"Estrella Galicia"
5481,2009,1,"Estrella Galicia"
5481,2010,3,"Estrella Galicia"
5481,2011,1,"Estrella Galicia"
5481,2014,1,"Estrella Galicia"
5481,2015,3,"Estrella Galicia"
93034,2013,3,"Ethos IPA"
93034,2014,2,"Ethos IPA"
93034,2015,4,"Ethos IPA"
83899,2013,2,"Ever Weisse"
83899,2014,6,"Ever Weisse"
72964,2011,1,"Evil Cousin"
72964,2012,3,"Evil Cousin"
72964,2013,1,"Evil Cousin"
72964,2014,2,"Evil Cousin"
72964,2016,1,"Evil Cousin"
63490,2010,1,"Existent"
63490,2011,5,"Existent"
63490,2012,4,"Existent"
63490,2013,5,"Existent"
63490,2014,5,"Existent"
95561,2014,2,"Extase"
95561,2015,3,"Extase"
92197,2013,4,"Fantome / Hill Farmstead 5 Sciences Beer"
92197,2014,1,"Fantome / Hill Farmstead 5 Sciences Beer"
15278,2004,3,"Fantôme Black Ghost"
15278,2005,3,"Fantôme Black Ghost"
15278,2006,1,"Fantôme Black Ghost"
15278,2008,2,"Fantôme Black Ghost"
15278,2009,1,"Fantôme Black Ghost"
15278,2010,1,"Fantôme Black Ghost"
15278,2012,4,"Fantôme Black Ghost"
15278,2014,1,"Fantôme Black Ghost"
86893,2012,3,"Fantôme Boo!"
86893,2013,3,"Fantôme Boo!"
86893,2014,2,"Fantôme Boo!"
24217,2005,3,"Fantôme Brise-BonBons"
24217,2006,3,"Fantôme Brise-BonBons"
24217,2007,2,"Fantôme Brise-BonBons"
24217,2008,3,"Fantôme Brise-BonBons"
24217,2010,1,"Fantôme Brise-BonBons"
24217,2011,6,"Fantôme Brise-BonBons"
24217,2012,1,"Fantôme Brise-BonBons"
24217,2014,2,"Fantôme Brise-BonBons"
24217,2015,1,"Fantôme Brise-BonBons"
21593,2005,2,"Fantôme Chocolat"
21593,2006,1,"Fantôme Chocolat"
21593,2007,3,"Fantôme Chocolat"
21593,2009,1,"Fantôme Chocolat"
21593,2010,2,"Fantôme Chocolat"
21593,2011,2,"Fantôme Chocolat"
21593,2012,3,"Fantôme Chocolat"
21593,2013,4,"Fantôme Chocolat"
21593,2015,1,"Fantôme Chocolat"
26867,2005,1,"Fantôme Circus"
26867,2007,1,"Fantôme Circus"
26867,2009,2,"Fantôme Circus"
26867,2012,1,"Fantôme Circus"
26867,2016,1,"Fantôme Circus"
46674,2009,1,"Fantôme Fleur De Bomal"
46674,2011,2,"Fantôme Fleur De Bomal"
46674,2012,2,"Fantôme Fleur De Bomal"
47259,2009,1,"Fantôme La Gillmoir"
47259,2011,2,"Fantôme La Gillmoir"
47259,2012,2,"Fantôme La Gillmoir"
10010,2003,1,"Fantôme La Gourmande"
10010,2004,3,"Fantôme La Gourmande"
10010,2006,2,"Fantôme La Gourmande"
10010,2007,1,"Fantôme La Gourmande"
10010,2008,1,"Fantôme La Gourmande"
10010,2010,1,"Fantôme La Gourmande"
10010,2011,1,"Fantôme La Gourmande"
10010,2012,3,"Fantôme La Gourmande"
10010,2013,1,"Fantôme La Gourmande"
68026,2011,7,"Fantôme Magic Ghost"
68026,2012,3,"Fantôme Magic Ghost"
68026,2013,2,"Fantôme Magic Ghost"
68026,2014,1,"Fantôme Magic Ghost"
5051,2003,1,"Fantôme Pissenlit"
5051,2004,3,"Fantôme Pissenlit"
5051,2005,2,"Fantôme Pissenlit"
5051,2006,1,"Fantôme Pissenlit"
5051,2009,6,"Fantôme Pissenlit"
5051,2010,5,"Fantôme Pissenlit"
5051,2011,2,"Fantôme Pissenlit"
5051,2012,2,"Fantôme Pissenlit"
5051,2013,1,"Fantôme Pissenlit"
5051,2015,1,"Fantôme Pissenlit"
5051,2016,1,"Fantôme Pissenlit"
5057,2002,1,"Fantôme Saison"
5057,2003,2,"Fantôme Saison"
5057,2004,5,"Fantôme Saison"
5057,2005,4,"Fantôme Saison"
5057,2006,3,"Fantôme Saison"
5057,2007,3,"Fantôme Saison"
5057,2008,6,"Fantôme Saison"
5057,2009,7,"Fantôme Saison"
5057,2010,13,"Fantôme Saison"
5057,2011,4,"Fantôme Saison"
5057,2012,5,"Fantôme Saison"
5057,2013,9,"Fantôme Saison"
5057,2014,2,"Fantôme Saison"
5057,2015,1,"Fantôme Saison"
5057,2017,2,"Fantôme Saison"
5964,2005,3,"Fantôme Strange Ghost"
5964,2010,2,"Fantôme Strange Ghost"
5964,2011,4,"Fantôme Strange Ghost"
5964,2012,1,"Fantôme Strange Ghost"
5964,2013,1,"Fantôme Strange Ghost"
5964,2014,2,"Fantôme Strange Ghost"
82874,2012,2,"Far West Vlaming"
82874,2013,1,"Far West Vlaming"
82874,2014,2,"Far West Vlaming"
82874,2015,1,"Far West Vlaming"
103569,2013,1,"Farmhouse Noir"
103569,2014,3,"Farmhouse Noir"
103569,2015,1,"Farmhouse Noir"
1959,2003,2,"Farmhouse Summer Ale"
1959,2006,2,"Farmhouse Summer Ale"
1959,2009,1,"Farmhouse Summer Ale"
1959,2010,1,"Farmhouse Summer Ale"
1959,2011,1,"Farmhouse Summer Ale"
1959,2012,1,"Farmhouse Summer Ale"
1959,2013,2,"Farmhouse Summer Ale"
1959,2015,1,"Farmhouse Summer Ale"
54116,2011,1,"Fatali Four"
54116,2012,3,"Fatali Four"
54116,2015,1,"Fatali Four"
36366,2007,2,"Fatty Boombalatty"
36366,2009,1,"Fatty Boombalatty"
36366,2010,1,"Fatty Boombalatty"
36366,2011,3,"Fatty Boombalatty"
36366,2013,1,"Fatty Boombalatty"
26031,2005,1,"FestiveAle"
26031,2006,3,"FestiveAle"
26031,2008,1,"FestiveAle"
26031,2009,1,"FestiveAle"
26031,2010,1,"FestiveAle"
122625,2014,3,"Fierce"
122625,2015,2,"Fierce"
122625,2016,2,"Fierce"
59214,2010,7,"Fifteen"
59214,2011,4,"Fifteen"
59214,2012,1,"Fifteen"
59214,2013,1,"Fifteen"
89487,2013,8,"Fifteen"
89487,2014,2,"Fifteen"
47137,2009,6,"Fireside Ale"
47137,2010,3,"Fireside Ale"
47137,2011,6,"Fireside Ale"
47137,2013,1,"Fireside Ale"
49634,2009,1,"Five (#5)"
49634,2010,4,"Five (#5)"
49634,2011,3,"Five (#5)"
49634,2012,2,"Five (#5)"
49634,2013,1,"Five (#5)"
49634,2015,1,"Five (#5)"
49634,2016,1,"Five (#5)"
49634,2017,1,"Five (#5)"
52530,2009,2,"Flaming Fury"
52530,2010,6,"Flaming Fury"
52530,2011,3,"Flaming Fury"
52530,2012,2,"Flaming Fury"
52530,2014,1,"Flaming Fury"
52530,2016,1,"Flaming Fury"
26497,2006,3,"Fleur-de-lis Restoration Ale"
26497,2007,2,"Fleur-de-lis Restoration Ale"
26497,2008,3,"Fleur-de-lis Restoration Ale"
26497,2015,1,"Fleur-de-lis Restoration Ale"
49983,2009,3,"Flying Monkeys Hoptical Illusion Almost Pale Ale"
49983,2013,1,"Flying Monkeys Hoptical Illusion Almost Pale Ale"
49983,2015,2,"Flying Monkeys Hoptical Illusion Almost Pale Ale"
49983,2016,2,"Flying Monkeys Hoptical Illusion Almost Pale Ale"
53832,2009,2,"Flying Monkeys Netherworld Cascadian Dark Ale"
53832,2011,1,"Flying Monkeys Netherworld Cascadian Dark Ale"
53832,2015,3,"Flying Monkeys Netherworld Cascadian Dark Ale"
53832,2016,2,"Flying Monkeys Netherworld Cascadian Dark Ale"
58770,2010,2,"Flying Monkeys Smashbomb Atomic IPA"
58770,2014,3,"Flying Monkeys Smashbomb Atomic IPA"
58770,2015,2,"Flying Monkeys Smashbomb Atomic IPA"
58770,2016,2,"Flying Monkeys Smashbomb Atomic IPA"
125546,2014,2,"Flying Monkeys The Matador Version 2.0 El Toro Bravo"
125546,2015,2,"Flying Monkeys The Matador Version 2.0 El Toro Bravo"
125546,2016,1,"Flying Monkeys The Matador Version 2.0 El Toro Bravo"
66159,2012,4,"Foster"
66159,2013,2,"Foster"
62403,2011,3,"Framboise For A Cure"
62403,2012,1,"Framboise For A Cure"
62403,2013,2,"Framboise For A Cure"
62403,2014,3,"Framboise For A Cure"
62403,2015,1,"Framboise For A Cure"
77500,2014,1,"Framinghammer Baltic Porter"
77500,2015,2,"Framinghammer Baltic Porter"
77500,2016,1,"Framinghammer Baltic Porter"
77500,2017,1,"Framinghammer Baltic Porter"
54818,2010,1,"Frostnipper Winter Warmer"
54818,2013,1,"Frostnipper Winter Warmer"
54818,2014,1,"Frostnipper Winter Warmer"
54818,2016,2,"Frostnipper Winter Warmer"
27545,2006,5,"Fuego Del Otono, Autumn Fire"
27545,2007,2,"Fuego Del Otono, Autumn Fire"
27545,2008,2,"Fuego Del Otono, Autumn Fire"
27545,2010,2,"Fuego Del Otono, Autumn Fire"
27545,2011,2,"Fuego Del Otono, Autumn Fire"
27545,2012,2,"Fuego Del Otono, Autumn Fire"
27545,2013,8,"Fuego Del Otono, Autumn Fire"
27545,2014,1,"Fuego Del Otono, Autumn Fire"
3568,2007,2,"Fumisterie"
3568,2008,3,"Fumisterie"
3568,2009,3,"Fumisterie"
4137,2004,1,"Gaffel Kölsch"
4137,2005,1,"Gaffel Kölsch"
4137,2006,1,"Gaffel Kölsch"
4137,2007,4,"Gaffel Kölsch"
4137,2008,4,"Gaffel Kölsch"
4137,2009,2,"Gaffel Kölsch"
4137,2010,1,"Gaffel Kölsch"
4137,2011,4,"Gaffel Kölsch"
4137,2012,1,"Gaffel Kölsch"
4137,2013,3,"Gaffel Kölsch"
4137,2014,2,"Gaffel Kölsch"
4137,2015,1,"Gaffel Kölsch"
4137,2016,1,"Gaffel Kölsch"
77230,2012,13,"Galaxy White IPA"
77230,2013,5,"Galaxy White IPA"
77230,2014,1,"Galaxy White IPA"
77230,2015,2,"Galaxy White IPA"
77230,2016,1,"Galaxy White IPA"
21472,2005,2,"Generation Porter"
21472,2008,1,"Generation Porter"
21472,2010,1,"Generation Porter"
21472,2011,1,"Generation Porter"
21472,2012,2,"Generation Porter"
1315,2001,1,"Genuine Dark Beer"
1315,2003,1,"Genuine Dark Beer"
1315,2007,1,"Genuine Dark Beer"
1315,2008,1,"Genuine Dark Beer"
1315,2010,1,"Genuine Dark Beer"
1315,2011,1,"Genuine Dark Beer"
1315,2012,1,"Genuine Dark Beer"
74559,2011,1,"George"
74559,2012,3,"George"
74559,2013,4,"George"
74559,2014,4,"George"
74559,2015,1,"George"
81993,2013,4,"Gigantic IPA"
81993,2014,1,"Gigantic IPA"
30533,2007,1,"Girardin Faro 1882"
30533,2008,2,"Girardin Faro 1882"
30533,2009,1,"Girardin Faro 1882"
30533,2010,1,"Girardin Faro 1882"
30533,2012,2,"Girardin Faro 1882"
30533,2014,1,"Girardin Faro 1882"
30533,2016,1,"Girardin Faro 1882"
6319,2007,1,"Girardin Framboise"
6319,2009,1,"Girardin Framboise"
6319,2010,1,"Girardin Framboise"
6319,2011,1,"Girardin Framboise"
6319,2014,2,"Girardin Framboise"
6319,2015,3,"Girardin Framboise"
6318,2004,1,"Girardin Kriek 1882"
6318,2005,1,"Girardin Kriek 1882"
6318,2009,1,"Girardin Kriek 1882"
6318,2010,2,"Girardin Kriek 1882"
6318,2011,1,"Girardin Kriek 1882"
6318,2012,1,"Girardin Kriek 1882"
6318,2013,1,"Girardin Kriek 1882"
6318,2014,1,"Girardin Kriek 1882"
6318,2015,1,"Girardin Kriek 1882"
6318,2016,1,"Girardin Kriek 1882"
42189,2008,1,"Glacial Trail IPA"
42189,2009,1,"Glacial Trail IPA"
42189,2010,4,"Glacial Trail IPA"
42189,2011,2,"Glacial Trail IPA"
42189,2013,1,"Glacial Trail IPA"
103462,2014,6,"Golden Gate Gose"
103462,2015,1,"Golden Gate Gose"
103462,2016,1,"Golden Gate Gose"
105430,2014,2,"GoneAway IPA"
105430,2015,4,"GoneAway IPA"
105430,2016,5,"GoneAway IPA"
105430,2017,1,"GoneAway IPA"
1876,2002,1,"Good Juju (Ginger Ale)"
1876,2003,1,"Good Juju (Ginger Ale)"
1876,2004,2,"Good Juju (Ginger Ale)"
1876,2008,2,"Good Juju (Ginger Ale)"
1876,2009,4,"Good Juju (Ginger Ale)"
1876,2010,3,"Good Juju (Ginger Ale)"
1876,2011,2,"Good Juju (Ginger Ale)"
1876,2013,3,"Good Juju (Ginger Ale)"
1876,2014,2,"Good Juju (Ginger Ale)"
1876,2015,1,"Good Juju (Ginger Ale)"
1876,2016,2,"Good Juju (Ginger Ale)"
54387,2010,2,"Gose"
54387,2011,4,"Gose"
54387,2012,1,"Gose"
81010,2012,2,"Gose"
54387,2013,2,"Gose"
81010,2013,10,"Gose"
81010,2014,8,"Gose"
81010,2015,3,"Gose"
81010,2016,1,"Gose"
81010,2017,1,"Gose"
86286,2012,1,"Gotlandsdricka"
86286,2013,4,"Gotlandsdricka"
57402,2010,1,"Grain Belt Nordeast"
57402,2011,1,"Grain Belt Nordeast"
57402,2012,3,"Grain Belt Nordeast"
57402,2013,1,"Grain Belt Nordeast"
57402,2014,1,"Grain Belt Nordeast"
57402,2015,1,"Grain Belt Nordeast"
16559,2004,1,"Grande Noirceur"
16559,2005,1,"Grande Noirceur"
16559,2013,2,"Grande Noirceur"
16559,2015,2,"Grande Noirceur"
16559,2016,3,"Grande Noirceur"
106843,2013,1,"Grapefruit Harvest IPA"
106843,2014,3,"Grapefruit Harvest IPA"
106843,2015,2,"Grapefruit Harvest IPA"
106843,2016,1,"Grapefruit Harvest IPA"
96755,2013,6,"Grassroots Arctic Saison"
96755,2014,4,"Grassroots Arctic Saison"
96755,2016,1,"Grassroots Arctic Saison"
105157,2014,5,"Grassroots Arctic Soirée"
105157,2015,1,"Grassroots Arctic Soirée"
105157,2016,1,"Grassroots Arctic Soirée"
1669,2001,1,"Great White"
1669,2003,1,"Great White"
1669,2004,1,"Great White"
1669,2005,2,"Great White"
1669,2007,4,"Great White"
1669,2008,3,"Great White"
1669,2009,3,"Great White"
1669,2010,3,"Great White"
1669,2011,1,"Great White"
1669,2013,1,"Great White"
1669,2014,1,"Great White"
1669,2015,2,"Great White"
1669,2016,2,"Great White"
63804,2012,3,"Hangar 24 Chocolate Bomber"
63804,2013,1,"Hangar 24 Chocolate Bomber"
63804,2014,1,"Hangar 24 Chocolate Bomber"
63804,2016,1,"Hangar 24 Chocolate Bomber"
19488,2004,1,"Happy Ending Imperial Stout"
19488,2007,4,"Happy Ending Imperial Stout"
19488,2008,2,"Happy Ending Imperial Stout"
19488,2009,3,"Happy Ending Imperial Stout"
19488,2010,6,"Happy Ending Imperial Stout"
19488,2011,2,"Happy Ending Imperial Stout"
19488,2012,3,"Happy Ending Imperial Stout"
19488,2013,4,"Happy Ending Imperial Stout"
19488,2014,4,"Happy Ending Imperial Stout"
19488,2015,1,"Happy Ending Imperial Stout"
3086,2006,1,"Happy Heron Pale Ale"
3086,2007,2,"Happy Heron Pale Ale"
3086,2009,2,"Happy Heron Pale Ale"
3086,2012,1,"Happy Heron Pale Ale"
3086,2013,2,"Happy Heron Pale Ale"
3086,2014,1,"Happy Heron Pale Ale"
44888,2008,1,"Harvest Ale"
44888,2009,7,"Harvest Ale"
44888,2010,2,"Harvest Ale"
44888,2011,3,"Harvest Ale"
36722,2007,2,"Haymaker Extra Pale Ale"
36722,2008,2,"Haymaker Extra Pale Ale"
36722,2009,2,"Haymaker Extra Pale Ale"
36722,2010,1,"Haymaker Extra Pale Ale"
2850,2007,3,"Headless Man Amber Alt"
2850,2008,1,"Headless Man Amber Alt"
2850,2010,1,"Headless Man Amber Alt"
2850,2011,2,"Headless Man Amber Alt"
22919,2005,1,"Headwall Alt"
22919,2008,2,"Headwall Alt"
22919,2009,1,"Headwall Alt"
22919,2010,1,"Headwall Alt"
22919,2011,1,"Headwall Alt"
22919,2012,1,"Headwall Alt"
22919,2013,1,"Headwall Alt"
61771,2010,4,"Heavy Horse Scotch Ale"
61771,2011,2,"Heavy Horse Scotch Ale"
61771,2012,1,"Heavy Horse Scotch Ale"
61771,2013,2,"Heavy Horse Scotch Ale"
61771,2014,1,"Heavy Horse Scotch Ale"
61771,2016,1,"Heavy Horse Scotch Ale"
802,2003,2,"Hefe Weiss"
802,2006,2,"Hefe Weiss"
802,2007,1,"Hefe Weiss"
802,2010,2,"Hefe Weiss"
802,2011,3,"Hefe Weiss"
802,2014,1,"Hefe Weiss"
49522,2003,2,"Helios Pale Ale"
49522,2009,1,"Helios Pale Ale"
49522,2010,2,"Helios Pale Ale"
49522,2011,1,"Helios Pale Ale"
49522,2012,2,"Helios Pale Ale"
7643,2002,1,"Hell"
7643,2004,1,"Hell"
7643,2006,1,"Hell"
7643,2008,3,"Hell"
7643,2009,1,"Hell"
58998,2012,1,"Herbe à Détourne"
58998,2013,3,"Herbe à Détourne"
58998,2015,1,"Herbe à Détourne"
110895,2014,13,"Hi-Res"
110895,2015,3,"Hi-Res"
110895,2016,1,"Hi-Res"
110895,2017,2,"Hi-Res"
5654,2003,1,"Hinano"
5654,2006,2,"Hinano"
5654,2007,3,"Hinano"
5654,2008,1,"Hinano"
5654,2012,2,"Hinano"
5654,2013,2,"Hinano"
5654,2014,2,"Hinano"
5654,2015,1,"Hinano"
25903,2008,2,"Hirter Morchl"
25903,2009,1,"Hirter Morchl"
25903,2011,1,"Hirter Morchl"
25903,2012,1,"Hirter Morchl"
25903,2013,1,"Hirter Morchl"
48254,2012,1,"HogWild IPA"
48254,2013,3,"HogWild IPA"
48254,2014,1,"HogWild IPA"
48254,2015,1,"HogWild IPA"
48254,2016,1,"HogWild IPA"
63522,2010,1,"Holger Danske"
63522,2011,5,"Holger Danske"
63522,2012,1,"Holger Danske"
63522,2013,1,"Holger Danske"
43011,2008,2,"Holy Mackerel Mack In Black"
43011,2009,3,"Holy Mackerel Mack In Black"
43011,2010,2,"Holy Mackerel Mack In Black"
43011,2011,2,"Holy Mackerel Mack In Black"
